sensor,t11,t12,t21,t22,t31,t32,t41,t42,t51,t52,t61,t62
224,0.3272,0.30224,0.18896,0.15608,0.0616,0.07256,0.33968,0.0912,0.09392,0.3568,0.20816,0.32832
225,0.33352,0.3188,0.18904,0.15888,0.06528,0.0836,0.33992,0.31328,0.32544,0.05104,0.20232,0.33392
226,0.46264,0.30232,0.18944,0.1588,0.0652,0.08952,0.34,0.62704,0.25272,0.25528,0.20232,0.32392
227,0.32384,0.32024,0.20632,0.15688,0.084,0.0748,0.102,0.76024,0.25064,0.28784,0.2024,0.324
228,0.35264,0.32768,0.20616,0.16128,0.06768,0.07464,0.35392,0.27184,0.27416,0.25224,0.20376,0.32464
229,0.35256,0.32752,0.19952,0.1588,0.06752,0.07432,0.5892,0.25736,0.20288,0.25216,0.20368,0.32496
230,0.35248,0.3288,0.2196,0.1588,0.06736,0.08752,0.58904,0.53896,0.11392,0.34384,0.20512,0.3272
231,0.35688,0.32872,0.1836,0.16216,0.06744,0.09072,0.33856,0.2848,0.126,0.36696,0.20528,0.32912
232,0.33664,0.32848,0.19696,0.16232,0.06936,0.09088,0.61144,0.79288,0.24592,0.20368,0.20584,0.32904
233,0.23424,0.32824,0.19912,0.16248,0.09056,0.08928,0.15144,0.75008,0.1212,0.01,0.22392,0.32936
234,0.23072,0.3208,0.19008,0.15984,0.0724,0.1,0.33584,0.64464,0.22512,0.16464,0.20448,0.33352
235,0.2372,0.3208,0.20488,0.16432,0.0724,0.08456,0.33624,0.35424,0.3388,0.29296,0.20552,0.3312
236,0.23728,0.2952,0.22576,0.16256,0.07552,0.08472,0.33608,0.35424,0.39336,0.29176,0.20592,0.3332
237,0.2228,0.32856,0.19104,0.16784,0.07432,0.09048,0.33384,0.29136,0.27848,0.3588,0.20552,0.33304
238,0.35544,0.51072,0.218,0.16168,0.07408,0.08256,0.33656,0.35816,0.04832,0.35904,0.20624,0.33328
239,0.33376,0.3148,0.1924,0.16504,0.0724,0.08304,0.33336,0.65872,0.34248,0.00064,0.20592,0.33048
240,0.33376,0.30376,0.19608,0.1956,0.076,0.08448,0.33336,0.62224,0.01328,0.00064,0.20976,0.33056
241,0.3632,0.31624,0.1908,0.19568,0.07616,0.08,0.33336,0.2476,0.02824,0.37344,0.3128,0.33424
242,0.3652,0.31152,0.19616,0.18176,0.07432,0.08248,0.33352,0.61768,0.0484,0.3668,0.12912,0.33408
243,0.35592,0.30408,0.19624,0.16504,0.07584,0.0828,0.33552,0.77328,0.38744,0.23264,0.20776,0.33216
244,0.2232,0.33072,0.20088,0.19544,0.07584,0.0836,0.33328,0.25648,0.38736,0.35768,0.2144,0.33232
245,0.36208,0.30712,0.19616,0.1956,0.07584,0.08728,0.3332,0.26392,0.11256,0.35168,0.2144,0.33328
246,0.22792,0.32696,0.1964,0.16512,0.07832,0.08736,0.3332,0.62264,0.26936,0.3516,0.21496,0.33144
247,0.3352,0.31456,0.1964,0.16496,0.07832,0.08736,0.32832,0.62264,0.06856,0.35152,0.21536,0.33176
248,0.33528,0.3144,0.198,0.16664,0.07856,0.0844,0.32824,0.24896,0.05088,0.23968,0.21424,0.332
249,0.37696,0.08392,0.19832,0.16688,0.0788,0.10848,0.25,0.38112,0.34016,0.27568,0.21416,0.33344
250,0.342,0.32,0.20224,0.16768,0.08128,0.08592,0.3148,0.70576,0.34008,0.27584,0.2144,0.33376
251,0.34704,0.21312,0.20224,0.17056,0.08136,0.08872,0.63232,0.1036,0.34264,0.27576,0.2148,0.34328
252,0.23696,0.32344,0.21312,0.1732,0.09848,0.09352,0.34192,0.15744,0.34288,0.28544,0.22344,0.33928
253,0.23376,0.02056,0.21312,0.17416,0.09864,0.09032,0.25016,0.06416,0.34024,0.27552,0.25568,0.33632
254,0.2252,0.32496,0.20392,0.17064,0.08632,0.09328,0.436,0.62592,0.34008,0.34976,0.22168,0.33584
255,0.35232,0.32504,0.20416,0.1744,0.08616,0.09336,0.32272,0.626,0.25168,0.2756,0.21704,0.34312
256,0.35768,0.31528,0.20288,0.1736,0.086,0.09352,0.32424,0.62592,0.30288,0.274,0.21632,0.34312
257,0.3444,0.33016,0.20272,0.17352,0.08584,0.09344,0.32656,0.26656,0.25008,0.16344,0.28064,0.34296
258,0.2252,0.0188,0.20272,0.17152,0.08584,0.09456,0.43632,0.75392,0.11424,0.32656,0.28064,0.4644
259,0.34016,0.32088,0.20296,0.17136,0.09056,0.09824,0.32816,0.23752,0.11416,0.17832,0.22104,0.33728
260,0.34248,0.32072,0.20384,0.17568,0.08584,0.098,0.07384,0.51464,0.11424,0.27432,0.2212,0.46432
261,0.34448,0.32056,0.20384,0.18504,0.0864,0.09736,0.33752,0.35096,0.09528,0.04032,0.22272,0.34
262,0.3444,0.32032,0.2096,0.18488,0.12048,0.09448,0.32184,0.23704,0.09272,0.04032,0.22288,0.33992
263,0.2252,0.33272,0.20288,0.1856,0.09008,0.09832,0.32048,0.23728,0.11392,0.2164,0.22328,0.3396
264,0.34336,0.32544,0.20272,0.1836,0.09032,0.09808,0.32208,0.79032,0.39272,0.27496,0.22464,0.34128
265,0.34456,0.32544,0.20648,0.18024,0.09248,0.0996,0.3224,0.24408,0.39112,0.14176,0.2228,0.34176
266,0.3488,0.31888,0.20664,0.18024,0.09248,0.09944,0.3192,0.24384,0.32544,0.28592,0.26744,0.34184
267,0.34888,0.32376,0.20696,0.18008,0.0924,0.09928,0.31912,0.24368,0.22856,0.03184,0.226,0.34192
268,0.34872,0.32536,0.2092,0.17976,0.09264,0.10096,0.31744,0.22896,0.21472,0.2404,0.22608,0.34208
269,0.35272,0.32528,0.20904,0.09944,0.09296,0.10424,0.3172,0.22904,0.21472,0.24056,0.22608,0.34232
270,0.35248,0.32104,0.2096,0.18184,0.09488,0.104,0.31456,0.22552,0.21472,0.08696,0.2628,0.34256
271,0.35008,0.32112,0.20976,0.1816,0.09632,0.10416,0.31464,0.22536,0.39792,0.23208,0.22664,0.34224
272,0.35,0.32264,0.21096,0.17928,0.09512,0.1004,0.31488,0.66864,0.39776,0.23208,0.22,0.34192
273,0.35368,0.32448,0.21096,0.18728,0.0928,0.1004,0.32864,0.22736,0.21416,0.23992,0.22592,0.34208
274,0.37688,0.32456,0.21352,0.18704,0.09648,0.10368,0.31432,0.22528,0.21408,0.24104,0.22152,0.34248
275,0.43056,0.32168,0.21464,0.1864,0.09624,0.10376,0.31448,0.2252,0.38728,0.0292,0.2216,0.34392
276,0.36496,0.32904,0.21336,0.18544,0.0996,0.10376,0.30952,0.22536,0.04256,0.27896,0.22352,0.15104
277,0.3536,0.32656,0.23136,0.18784,0.09752,0.1084,0.30888,0.22648,0.21488,0.25688,0.22368,0.15096
278,0.35344,0.34352,0.2316,0.19192,0.09912,0.10664,0.3128,0.22616,0.21472,0.26112,0.22584,0.08048
279,0.37512,0.34344,0.21416,0.19528,0.10208,0.10688,0.31272,0.22624,0.21056,0.27888,0.22584,0.34584
280,0.37112,0.32816,0.22032,0.20256,0.10168,0.10936,0.31152,0.22384,0.39704,0.27888,0.22344,0.3456
281,0.35552,0.3404,0.22216,0.18784,0.0996,0.10848,0.31592,0.22904,0.21432,0.34072,0.22368,0.34544
282,0.35712,0.33008,0.22184,0.18792,0.12432,0.10672,0.31256,0.22608,0.21552,0.1332,0.2284,0.41
283,0.35736,0.3356,0.2212,0.19,0.10384,0.10688,0.31248,0.22608,0.2184,0.24088,0.22848,0.35224
284,0.37056,0.32792,0.22104,0.1888,0.10368,0.10816,0.30208,0.226,0.21336,0.24104,0.2284,0.48984
285,0.38464,0.33216,0.21624,0.2024,0.10616,0.11424,0.3012,0.22592,0.21304,0.24208,0.22824,0.35024
286,0.35696,0.33264,0.22176,0.19352,0.10456,0.11432,0.30064,0.21976,0.21312,0.24224,0.22824,0.3516
287,0.37896,0.33608,0.22128,0.19392,0.104,0.11416,0.30304,0.21776,0.21624,0.24216,0.22824,0.3524
288,0.3628,0.34352,0.22112,0.20904,0.10536,0.11408,0.30312,0.2216,0.21616,0.24192,0.22792,0.35272
289,0.36264,0.33408,0.22112,0.19456,0.10616,0.11368,0.30872,0.22056,0.2164,0.24096,0.22744,0.35024
290,0.366,0.33376,0.22032,0.19256,0.10592,0.11432,0.3,0.21992,0.21584,0.24104,0.22728,0.3516
291,0.3688,0.33344,0.22048,0.21352,0.10696,0.11408,0.29912,0.21448,0.21616,0.24208,0.29432,0.35144
292,0.36632,0.3336,0.22072,0.20776,0.10704,0.11408,0.30096,0.21456,0.21664,0.24216,0.34152,0.56776
293,0.36304,0.3344,0.22088,0.20008,0.1072,0.11384,0.2968,0.21496,0.21344,0.24216,0.2328,0.35632
294,0.36968,0.33672,0.2244,0.19976,0.11032,0.11848,0.29656,0.21528,0.21336,0.242,0.23464,0.35664
295,0.3684,0.3472,0.22528,0.1988,0.11072,0.11848,0.29864,0.2156,0.2132,0.24336,0.23432,0.3568
296,0.36392,0.354,0.22472,0.19888,0.11088,0.11848,0.30584,0.2156,0.21656,0.24704,0.2344,0.35704
297,0.22512,0.33672,0.22552,0.20472,0.11072,0.1184,0.2968,0.21072,0.2196,0.24728,0.24096,0.35568
298,0.36664,0.33664,0.22816,0.1996,0.10968,0.1196,0.3,0.2124,0.21696,0.2472,0.24024,0.36488
299,0.37112,0.33808,0.2316,0.20448,0.11096,0.11936,0.30552,0.21056,0.2168,0.24704,0.23424,0.36472
300,0.22512,0.33792,0.22552,0.1988,0.11104,0.11912,0.29744,0.21584,0.21864,0.24696,0.23488,0.36472
301,0.36816,0.34136,0.22552,0.20168,0.1108,0.11864,0.29376,0.21592,0.218,0.24752,0.23512,0.36472
302,0.37128,0.34224,0.22896,0.20024,0.11344,0.11832,0.29736,0.20976,0.21768,0.24384,0.24456,0.36208
303,0.37112,0.34256,0.2316,0.20456,0.11328,0.12008,0.29752,0.21016,0.21936,0.24112,0.4044,0.366
304,0.3668,0.3384,0.23136,0.20064,0.11304,0.11992,0.29752,0.21936,0.21928,0.24248,0.2444,0.36184
305,0.36688,0.3416,0.22912,0.20048,0.11304,0.12008,0.29792,0.21592,0.21992,0.24544,0.19272,0.36376
306,0.38016,0.34184,0.2288,0.20008,0.11328,0.12024,0.29816,0.20872,0.21992,0.24064,0.1928,0.08048
307,0.37264,0.34104,0.2288,0.20016,0.1144,0.12312,0.29512,0.20864,0.22064,0.2412,0.06552,0.362
308,0.37248,0.34112,0.23328,0.09936,0.11472,0.12152,0.29328,0.20856,0.21608,0.24136,0.25864,0.36536
309,0.37408,0.3416,0.23008,0.09944,0.11656,0.13176,0.29808,0.20712,0.22024,0.24752,0.25872,0.3652
310,0.3744,0.34168,0.23264,0.2048,0.11632,0.13168,0.29216,0.20728,0.22032,0.24736,0.40408,0.53344
311,0.37032,0.35848,0.23288,0.21152,0.1196,0.12712,0.2888,0.20696,0.22176,0.24704,0.25304,0.56296
312,0.3704,0.34616,0.25024,0.212,0.12608,0.1272,0.28664,0.20704,0.22344,0.24696,0.1784,0.36776
313,0.37912,0.34632,0.24488,0.21224,0.11792,0.1272,0.28688,0.20696,0.2212,0.2472,0.2572,0.36944
314,0.38312,0.34672,0.23424,0.21424,0.11784,0.12736,0.28688,0.20568,0.22128,0.2472,0.2576,0.36768
315,0.38936,0.3472,0.23888,0.21472,0.1196,0.12704,0.28808,0.20584,0.22152,0.24688,0.2572,0.3676
316,0.37264,0.1748,0.25024,0.20816,0.12368,0.12704,0.28784,0.20592,0.22184,0.24912,0.25072,0.37888
317,0.37704,0.17488,0.25016,0.20816,0.12384,0.12696,0.28776,0.19696,0.2224,0.24888,0.13096,0.3724
318,0.22936,0.01776,0.25008,0.20848,0.1304,0.12952,0.28752,0.20632,0.22232,0.24872,0.24584,0.36784
319,0.22512,0.358,0.2516,0.20928,0.1272,0.12944,0.28856,0.20128,0.2236,0.24864,0.17808,0.56296
320,0.22952,0.35352,0.25184,0.21712,0.12728,0.14024,0.28816,0.20576,0.2188,0.2488,0.40416,0.52512
321,0.37136,0.402,0.24328,0.09968,0.128,0.1356,0.288,0.20576,0.21896,0.24392,0.2468,0.37248
322,0.22584,0.20104,0.24328,0.21584,0.12672,0.13552,0.28784,0.19752,0.21888,0.24984,0.44944,0.37208
323,0.22584,0.32496,0.2432,0.21472,0.1252,0.13408,0.28944,0.19752,0.21904,0.24848,0.17792,0.56792
324,0.38888,0.02248,0.24384,0.21536,0.1264,0.13376,0.28888,0.19624,0.21848,0.24496,0.25216,0.08048
325,0.07328,0.02272,0.24368,0.21528,0.12568,0.13456,0.28888,0.19592,0.22368,0.24488,0.25208,0.37448
326,0.3872,0.35656,0.24344,0.22256,0.12696,0.13448,0.2888,0.19592,0.2204,0.24824,0.25208,0.3744
327,0.39016,0.3568,0.24344,0.22368,0.1316,0.1344,0.28584,0.1956,0.21976,0.2484,0.25248,0.37672
328,0.38792,0.32816,0.24872,0.22472,0.13128,0.13592,0.28768,0.19712,0.2192,0.02592,0.25488,0.37672
329,0.39136,0.35224,0.24696,0.22464,0.13096,0.13816,0.28512,0.19104,0.21904,0.24456,0.25168,0.37336
330,0.39768,0.35968,0.24976,0.21944,0.13088,0.14304,0.27952,0.19104,0.22072,0.24792,0.1976,0.37328
331,0.39152,0.35696,0.25584,0.22368,0.13104,0.13816,0.27928,0.19128,0.2212,0.24592,0.25448,0.3764
332,0.38528,0.35688,0.24872,0.22776,0.12872,0.13776,0.28512,0.19448,0.22104,0.24632,0.25288,0.37648
333,0.234,0.32752,0.24696,0.22512,0.13104,0.13848,0.28496,0.19112,0.22136,0.24536,0.40432,0.37664
334,0.22496,0.40224,0.12512,0.21952,0.13096,0.13824,0.28496,0.19112,0.2204,0.2468,0.40432,0.3796
335,0.22504,0.35864,0.1252,0.09928,0.1312,0.13832,0.29264,0.19104,0.22216,0.24752,0.232,0.3816
336,0.22448,0.36928,0.25744,0.2252,0.13464,0.13864,0.27552,0.18992,0.22232,0.24752,0.45448,0.3812
337,0.22512,0.3612,0.12496,0.09936,0.13512,0.1432,0.27656,0.18944,0.2224,0.24784,0.40448,0.38128
338,0.22512,0.37176,0.12512,0.09936,0.13536,0.14328,0.2764,0.18896,0.22072,0.24808,0.2584,0.38112
339,0.22512,0.21632,0.1252,0.09936,0.13536,0.14304,0.27656,0.18904,0.22208,0.24896,0.25832,0.38096
340,0.22504,0.37192,0.25712,0.0988,0.1356,0.14312,0.2804,0.18848,0.22224,0.24736,0.25928,0.38152
341,0.396,0.36128,0.25744,0.22864,0.13736,0.14544,0.2804,0.18848,0.22224,0.24728,0.25936,0.38152
342,0.39584,0.36824,0.12504,0.2252,0.1348,0.14352,0.27568,0.18856,0.22232,0.24744,0.2592,0.38144
343,0.396,0.36832,0.25368,0.22528,0.13512,0.14336,0.2764,0.18984,0.22112,0.2464,0.25888,0.38136
344,0.39904,0.3648,0.25376,0.0992,0.14,0.14336,0.27264,0.1872,0.2212,0.2464,0.25864,0.38472
345,0.39896,0.36808,0.25728,0.09944,0.14,0.15016,0.27224,0.18856,0.22136,0.24688,0.26544,0.3848
346,0.39888,0.37224,0.25736,0.09944,0.14008,0.14392,0.27472,0.194,0.22176,0.24728,0.26312,0.3852
347,0.402,0.37232,0.26536,0.22736,0.14192,0.14416,0.27464,0.18848,0.22232,0.24744,0.2632,0.38536
348,0.39584,0.36864,0.12504,0.2376,0.14168,0.14848,0.26992,0.1884,0.22232,0.2476,0.26712,0.38584
349,0.39936,0.37128,0.26208,0.2348,0.14176,0.14896,0.26232,0.17904,0.22224,0.24632,0.26704,0.38592
350,0.39448,0.36856,0.25896,0.23192,0.14568,0.14872,0.27368,0.17936,0.22208,0.25048,0.2672,0.3896
351,0.39728,0.3688,0.26224,0.23192,0.14352,0.15368,0.27464,0.19144,0.22072,0.24752,0.26488,0.38608
352,0.39736,0.36888,0.26184,0.23184,0.1436,0.1536,0.2648,0.1808,0.22072,0.24752,0.26352,0.39008
353,0.39752,0.37104,0.2624,0.23472,0.14192,0.14912,0.26496,0.17888,0.2208,0.24656,0.26672,0.39008
354,0.39784,0.37112,0.26072,0.23048,0.14496,0.1492,0.26536,0.17984,0.2208,0.24992,0.26688,0.3896
355,0.39904,0.37104,0.25968,0.23688,0.14456,0.15256,0.2656,0.1796,0.22464,0.24752,0.2656,0.38944
356,0.39912,0.37096,0.26168,0.2368,0.14424,0.1524,0.26576,0.17824,0.22112,0.24752,0.25336,0.39176
357,0.4004,0.37168,0.26136,0.23072,0.1448,0.15296,0.26152,0.17864,0.22352,0.24976,0.268,0.392
358,0.40032,0.36936,0.26128,0.23336,0.14224,0.15472,0.26136,0.18096,0.2232,0.24992,0.2728,0.56304
359,0.39848,0.37216,0.2612,0.23336,0.1484,0.15168,0.2604,0.17208,0.22728,0.25,0.28048,0.53344
360,0.39856,0.32392,0.2616,0.0984,0.14816,0.15512,0.26032,0.17192,0.22416,0.24912,0.31352,0.39128
361,0.4104,0.38032,0.2624,0.2388,0.14816,0.15552,0.26032,0.18432,0.22416,0.24896,0.26872,0.3916
362,0.22552,0.38088,0.12344,0.23912,0.14672,0.1556,0.25536,0.17544,0.224,0.24888,0.2688,0.3908
363,0.22576,0.17104,0.12344,0.23936,0.15016,0.15376,0.25384,0.17512,0.22432,0.2508,0.40416,0.08048
364,0.4052,0.44064,0.0152,0.2644,0.1484,0.1556,0.25392,0.1676,0.22384,0.25104,0.1976,0.39768
365,0.40392,0.38016,0.12528,0.0996,0.1484,0.15568,0.26752,0.17368,0.224,0.24904,0.2712,0.56304
366,0.2252,0.25208,0.1232,0.09952,0.14712,0.16136,0.26768,0.1736,0.2256,0.24904,0.28632,0.56296
367,0.22536,0.39704,0.1232,0.09944,0.15816,0.1608,0.25216,0.16728,0.22552,0.24912,0.28832,0.40096
368,0.22552,0.38744,0.12312,0.24864,0.15,0.15976,0.25216,0.16744,0.22552,0.24944,0.28824,0.39752
369,0.41288,0.38736,0.12528,0.09952,0.15256,0.16,0.2536,0.18432,0.22592,0.25072,0.44872,0.41128
370,0.41384,0.32848,0.12496,0.09952,0.06296,0.0596,0.25376,0.1672,0.226,0.25224,0.39624,0.48776
371,0.41384,0.3284,0.12504,0.09944,0.15352,0.16088,0.27216,0.19,0.22592,0.25192,0.3888,0.56304
372,0.41384,0.17712,0.12304,0.2536,0.15592,0.16064,0.27216,0.19,0.22592,0.25056,0.40432,0.56304
373,0.22536,0.17704,0.27296,0.09936,0.15592,0.16304,0.26176,0.19024,0.22592,0.25088,0.27976,0.56304
374,0.13368,0.40104,0.12488,0.09936,0.15616,0.16344,0.262,0.1748,0.2264,0.25232,0.33512,0.52376
375,0.13368,0.15664,0.12216,0.09944,0.16248,0.16672,0.25016,0.18952,0.22832,0.25208,0.38888,0.44456
376,0.22528,0.32824,0.12224,0.25064,0.15976,0.1668,0.25016,0.17736,0.22912,0.25856,0.38872,0.48768
377,0.22528,0.32824,0.29096,0.25248,0.156,0.16256,0.24704,0.16208,0.22896,0.25408,0.15768,0.15072
378,0.22496,0.02768,0.27192,0.24808,0.16,0.16744,0.24712,0.16192,0.22912,0.25504,0.006,0.42056
379,0.22288,0.02768,0.13216,0.24816,0.1728,0.05968,0.24728,0.16056,0.23016,0.25272,0.44848,0.40928
380,0.2228,0.1064,0.236,0.06872,0.15952,0.06544,0.27056,0.16968,0.23008,0.2548,0.00624,0.4088
381,0.2216,0.50376,0.12752,0.272,0.15936,0.16672,0.24632,0.1732,0.22936,0.25472,0.1788,0.42256
382,0.41912,0.41504,0.12408,0.09488,0.1604,0.16784,0.24648,0.17568,0.2312,0.25672,0.378,0.08752
383,0.38208,0.16616,0.12408,0.26352,0.16016,0.16728,0.24408,0.15984,0.23128,0.25648,0.38872,0.56304
384,0.014,0.16616,0.1224,0.10184,0.16448,0.20608,0.24368,0.16512,0.23016,0.25656,0.38872,0.28688
385,0.2188,0.3948,0.12256,0.25504,0.16456,0.18144,0.24368,0.16504,0.23256,0.25632,0.4488,0.25904
386,0.2188,0.20088,0.12256,0.25512,0.05264,0.0588,0.24184,0.17448,0.23104,0.25984,0.33328,0.56432
387,0.23144,0.328,0.1244,0.08824,0.06312,0.17616,0.24048,0.1704,0.23144,0.25648,0.22112,0.41256
388,0.23144,0.02424,0.12216,0.10032,0.16688,0.20608,0.24696,0.16696,0.23448,0.25808,0.4496,0.324
389,0.2272,0.02464,0.1224,0.10064,0.19,0.06712,0.25376,0.16392,0.23224,0.25656,0.40032,0.5296
390,0.21888,0.02488,0.1224,0.09696,0.16664,0.0672,0.25376,0.164,0.23352,0.25792,0.02176,0.15096
391,0.22872,0.02496,0.12384,0.09688,0.286,0.06736,0.25376,0.16672,0.23336,0.25824,0.3644,0.51152
392,0.23048,0.41328,0.12392,0.00752,0.2768,0.29144,0.2364,0.17328,0.23704,0.25792,0.33168,0.41368
393,0.23704,0.17336,0.12392,0.01264,0.05616,0.17528,0.23872,0.14728,0.23536,0.25784,0.29192,0.4108
394,0.22688,0.33168,0.13512,0.10064,0.05624,0.0672,0.23896,0.16776,0.232,0.25784,0.11496,0.52984
395,0.22696,0.18184,0.28752,0.25368,0.05632,0.1804,0.23896,0.1636,0.23248,0.2588,0.17816,0.48744
396,0.22712,0.20984,0.1252,0.26312,0.17056,0.18152,0.23576,0.16392,0.23416,0.2604,0.3872,0.2404
397,0.23672,0.52328,0.12528,0.07008,0.0744,0.18064,0.23592,0.1608,0.23432,0.26048,0.33248,0.16336
398,0.21768,0.1208,0.12176,0.18056,0.0588,0.1788,0.23576,0.16096,0.23472,0.26088,0.33736,0.09816
399,0.3168,0.47552,0.12176,0.26976,0.1736,0.18008,0.23456,0.16104,0.23488,0.30008,0.29784,0.53256
400,0.22448,0.2924,0.12416,0.26608,0.17488,0.06648,0.24128,0.152,0.23856,0.33912,0.41928,0.1132
401,0.2244,0.43072,0.12408,0.1024,0.22736,0.06288,0.23656,0.15672,0.23864,0.02888,0.12112,0.11336
402,0.29,0.43072,0.12272,0.10232,0.22744,0.11808,0.23672,0.15504,0.23864,0.26256,0.12112,0.45496
403,0.01288,0.01712,0.1224,0.10224,0.17688,0.29512,0.23904,0.1492,0.23456,0.26248,0.12104,0.45488
404,0.24376,0.02488,0.14432,0.2716,0.20088,0.05784,0.23552,0.14176,0.368,0.15592,0.21096,0.4604
405,0.25872,0.02512,0.12632,0.06768,0.18056,0.058,0.23552,0.14192,0.23888,0.32224,0.44784,0.26224
406,0.02328,0.17936,0.1264,0.06776,0.22944,0.22848,0.23568,0.142,0.23896,0.25168,0.42768,0.46088
407,0.28768,0.5972,0.1216,0.27336,0.1772,0.11776,0.22968,0.14208,0.33232,0.38296,0.30648,0.41888
408,0.53768,0.01776,0.12144,0.09832,0.1736,0.06288,0.22864,0.15568,0.24224,0.34232,0.45072,0.42088
409,0.43968,0.45672,0.12512,0.1676,0.17768,0.06024,0.22872,0.15576,0.23976,0.34232,0.45072,0.26576
410,0.43944,0.1528,0.1248,0.08312,0.1776,0.06016,0.22864,0.14144,0.23544,0.29848,0.47216,0.42184
411,0.34376,0.188,0.29776,0.10736,0.17768,0.22624,0.22544,0.14128,0.23552,0.2616,0.3028,0.422
412,0.27128,0.06952,0.12128,0.27232,0.226,0.20472,0.22424,0.1408,0.23544,0.29608,0.1064,0.42072
413,0.23,0.19944,0.12152,0.27192,0.22576,0.06288,0.22304,0.13992,0.23552,0.29608,0.30136,0.15104
414,0.36016,0.14344,0.06184,0.27184,0.18784,0.19104,0.22456,0.14024,0.23544,0.296,0.3016,0.2756
415,0.2528,0.10744,0.30904,0.27352,0.1876,0.06128,0.2244,0.14016,0.23552,0.26376,0.30168,0.2756
416,0.22448,0.41416,0.39224,0.1,0.06304,0.0632,0.22416,0.14024,0.25072,0.27272,0.30184,0.4268
417,0.18968,0.40928,0.12416,0.09912,0.06304,0.192,0.22056,0.14032,0.25088,0.2964,0.1148,0.42664
418,0.18824,0.19176,0.17256,0.09904,0.06304,0.21352,0.21984,0.14056,0.23656,0.26,0.30112,0.42744
419,0.18824,0.56728,0.1264,0.27552,0.05856,0.0588,0.22184,0.13608,0.23664,0.24752,0.30144,0.4268
420,0.36032,0.08752,0.1216,0.27552,0.1876,0.06336,0.22184,0.13976,0.23664,0.2728,0.30152,0.42672
421,0.22952,0.40712,0.1216,0.27528,0.06296,0.06328,0.22184,0.13992,0.23648,0.27272,0.30152,0.42656
422,0.2308,0.1696,0.12176,0.27416,0.06304,0.19408,0.22184,0.13496,0.23376,0.25856,0.30344,0.4284
423,0.18824,0.35472,0.1208,0.28016,0.34992,0.06432,0.22144,0.13688,0.23352,0.2596,0.178,0.42872
424,0.44,0.56944,0.3116,0.28016,0.19616,0.20016,0.22152,0.13688,0.23464,0.2616,0.2256,0.42568
425,0.22168,0.56912,0.3116,0.28072,0.19448,0.20016,0.2216,0.13808,0.23472,0.30064,0.2256,0.32544
426,0.2252,0.56896,0.1216,0.2812,0.21248,0.2,0.22168,0.13808,0.23392,0.25856,0.30448,0.4108
427,0.4508,0.55712,0.12504,0.2816,0.21248,0.0668,0.2212,0.13768,0.23352,0.2648,0.44328,0.5632
428,0.234,0.58648,0.31184,0.28176,0.1912,0.06704,0.21832,0.13752,0.2336,0.25688,0.13288,0.53424
429,0.224,0.46808,0.30672,0.28072,0.19744,0.214,0.21936,0.14216,0.2336,0.26208,0.07456,0.4428
430,0.22528,0.19424,0.3124,0.28072,0.21304,0.06072,0.22104,0.14192,0.2368,0.26232,0.21552,0.522
431,0.22184,0.54528,0.12704,0.09888,0.22816,0.19552,0.22152,0.1416,0.23328,0.09848,0.28416,0.52376
432,0.1892,0.43136,0.30696,0.28624,0.21184,0.19584,0.22128,0.13808,0.23888,0.29184,0.21464,0.32536
433,0.23336,0.33568,0.30672,0.28192,0.2116,0.20792,0.22344,0.13328,0.2392,0.26784,0.0108,0.34792
434,0.23344,0.54584,0.12408,0.28072,0.19984,0.21864,0.2208,0.14144,0.2392,0.2752,0.02176,0.16
435,0.45952,0.42512,0.1272,0.09864,0.2084,0.21856,0.2208,0.14152,0.24928,0.26824,0.02176,0.54832
436,0.27216,0.42632,0.12712,0.09864,0.05528,0.06,0.22096,0.13872,0.228,0.26632,0.0768,0.3464
437,0.27216,0.42648,0.12104,0.09904,0.21704,0.06,0.21976,0.14264,0.23776,0.25648,0.17864,0.56304
438,0.22416,0.19384,0.12128,0.28424,0.20552,0.22352,0.22064,0.1436,0.2288,0.19456,0.17832,0.5092
439,0.51256,0.19648,0.12328,0.0964,0.05136,0.27808,0.22176,0.14144,0.322,0.256,0.17816,0.50912
440,0.17408,0.25528,0.0228,0.09648,0.06064,0.05768,0.2216,0.13736,0.35232,0.2332,0.17824,0.13336
441,0.26624,0.44024,0.02272,0.13976,0.06064,0.06,0.2216,0.13712,0.39248,0.30048,0.08008,0.36888
442,0.47344,0.44016,0.04928,0.03848,0.05008,0.21128,0.2228,0.13776,0.29672,0.24976,0.42352,0.50928
443,0.22,0.43256,0.11944,0.09872,0.22072,0.29896,0.22296,0.142,0.23136,0.2496,0.1592,0.20176
444,0.23696,0.31648,0.01616,0.27096,0.22096,0.10456,0.22312,0.14384,0.2312,0.2496,0.17856,0.58464
445,0.23704,0.19368,0.01624,0.13144,0.06304,0.2624,0.22144,0.14184,0.2312,0.26688,0.15384,0.27856
446,0.44888,0.42072,0.25688,0.03728,0.20728,0.06312,0.22184,0.14336,0.39784,0.24952,0.486,0.4272
447,0.44904,0.42088,0.3156,0.28624,0.20024,0.20512,0.22848,0.14312,0.39792,0.24928,0.31152,0.42736
448,0.44896,0.45024,0.31536,0.28984,0.1984,0.21256,0.22848,0.14456,0.22776,0.24904,0.31152,0.42736
449,0.44888,0.42128,0.09608,0.2156,0.19856,0.212,0.2336,0.14592,0.2224,0.24904,0.224,0.42744
